difficulty,battery,key,prompt_id,attempt,family,prompt,state,outcome,end_reason,auto_success,verdict,graded,human_pass,wall_seconds,tokens_in,tokens_out,tokens_total,llm_calls,started_at,ended_at,legs_planned,legs_completed
medium,20260728_143857-medium,medium_02/try02,medium_02,2,checkout,Get noodles and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,3030.7,1342,1026,2368,1,2026-07-28T14:38:58,2026-07-28T15:29:29,0,0
medium,20260728_143857-medium,medium_02/try03,medium_02,3,checkout,Get noodles and scan it at the checkout,finished,completed,halt_granted,True,pass,True,True,1416.1,202507,11721,214228,55,2026-07-28T14:38:58,2026-07-28T15:02:34,2,2
medium,20260728_143857-medium,medium_02/try04,medium_02,4,checkout,Get noodles and scan it at the checkout,finished,completed,halt_forced,False,fail,True,False,1792.1,1248839,27722,1276561,99,2026-07-28T14:38:58,2026-07-28T15:08:50,2,0
medium,20260728_143857-medium,medium_02/try05,medium_02,5,checkout,Get noodles and scan it at the checkout,finished,completed,halt_granted,True,pass,True,True,1930.6,203706,13800,217506,57,2026-07-28T14:38:59,2026-07-28T15:11:09,2,2
medium,20260728_143857-medium,medium_03/try01,medium_03,1,checkout,Get Danisa Butter Cookies and then Clover Chips and scan them at the checkout,finished,completed,halt_granted,True,pass,True,True,2592.4,536354,27412,563766,167,2026-07-28T14:38:58,2026-07-28T15:22:10,3,3
medium,20260728_143857-medium,medium_03/try02,medium_03,2,checkout,Get Danisa Butter Cookies and then Clover Chips and scan them at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,3190.4,1349,1782,3131,1,2026-07-28T14:38:58,2026-07-28T15:32:08,0,0
medium,20260728_143857-medium,medium_03/try03,medium_03,3,checkout,Get Danisa Butter Cookies and then Clover Chips and scan them at the checkout,finished,completed,halt_granted,True,fail,True,False,2164.1,464640,20933,485573,101,2026-07-28T14:38:58,2026-07-28T15:15:02,3,3
medium,20260728_143857-medium,medium_03/try04,medium_03,4,checkout,Get Danisa Butter Cookies and then Clover Chips and scan them at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,3190.6,1349,1717,3066,1,2026-07-28T14:38:58,2026-07-28T15:32:08,0,0
medium,20260728_143857-medium,medium_03/try05,medium_03,5,checkout,Get Danisa Butter Cookies and then Clover Chips and scan them at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,3190.6,1349,1499,2848,1,2026-07-28T14:38:58,2026-07-28T15:32:08,0,0
medium,20260728_143857-medium,medium_04/try01,medium_04,1,checkout,"Get Lemon Square Mamon and scan it at the checkout. Then, get Hello Panda and scan it at the checkout",finished,completed,halt_granted,True,pass,True,True,2821.6,659388,31255,690643,136,2026-07-28T14:38:58,2026-07-28T15:25:59,4,4
medium,20260728_143857-medium,medium_04/try02,medium_04,2,checkout,"Get Lemon Square Mamon and scan it at the checkout. Then, get Hello Panda and scan it at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,3284.8,747412,31839,779251,121,2026-07-28T14:38:58,2026-07-28T15:33:43,0,0
medium,20260728_143857-medium,medium_04/try03,medium_04,3,checkout,"Get Lemon Square Mamon and scan it at the checkout. Then, get Hello Panda and scan it at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,3284.1,926298,36487,962785,159,2026-07-28T14:38:58,2026-07-28T15:33:43,0,0
medium,20260728_143857-medium,medium_04/try04,medium_04,4,checkout,"Get Lemon Square Mamon and scan it at the checkout. Then, get Hello Panda and scan it at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,2390.3,855195,36623,891818,156,2026-07-28T14:53:52,2026-07-28T15:33:42,0,0
medium,20260728_143857-medium,medium_04/try05,medium_04,5,checkout,"Get Lemon Square Mamon and scan it at the checkout. Then, get Hello Panda and scan it at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,1666.2,392032,18776,410808,97,2026-07-28T15:05:56,2026-07-28T15:33:43,0,0
medium,20260728_143857-medium,medium_05/try01,medium_05,1,checkout,"Get one item from each of the following categories: cans, noodles, and chips and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,2044.4,1573047,40119,1613166,153,2026-07-28T17:24:45,2026-07-28T17:58:49,0,0
medium,20260728_143857-medium,medium_05/try02,medium_05,2,checkout,"Get one item from each of the following categories: cans, noodles, and chips and scan them at the checkout",finished,completed,halt_granted,True,fail,True,False,3269.1,1085076,51680,1136756,188,2026-07-28T15:09:12,2026-07-28T16:03:42,5,5
medium,20260728_143857-medium,medium_05/try03,medium_05,3,checkout,"Get one item from each of the following categories: cans, noodles, and chips and scan them at the checkout",finished,completed,halt_granted,True,pass,True,True,3259.3,1226195,56902,1283097,196,2026-07-28T17:02:36,2026-07-28T17:56:56,5,5
medium,20260728_143857-medium,medium_05/try04,medium_05,4,checkout,"Get one item from each of the following categories: cans, noodles, and chips and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,1995.7,1255128,43361,1298489,136,2026-07-28T17:25:33,2026-07-28T17:58:49,0,0
medium,20260728_143857-medium,medium_05/try05,medium_05,5,checkout,"Get one item from each of the following categories: cans, noodles, and chips and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,3357.7,2829091,52103,2881194,203,2026-07-28T17:02:51,2026-07-28T17:58:49,0,0
medium,20260728_143857-medium,medium_06/try01,medium_06,1,checkout,Get an item under 100 php and scan it at the checkout,finished,completed,halt_granted,True,pass,True,True,1476.1,279277,20768,300045,73,2026-07-28T15:20:38,2026-07-28T15:45:14,3,3
medium,20260728_143857-medium,medium_06/try02,medium_06,2,checkout,Get an item under 100 php and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1767.2,489580,25921,515501,124,2026-07-28T15:22:13,2026-07-28T15:51:40,0,0
medium,20260728_143857-medium,medium_06/try03,medium_06,3,checkout,Get an item under 100 php and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1538.5,219360,14125,233485,53,2026-07-28T15:26:01,2026-07-28T15:51:40,0,0
medium,20260728_143857-medium,medium_06/try04,medium_06,4,checkout,Get an item under 100 php and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1328.2,190789,9958,200747,32,2026-07-28T15:29:32,2026-07-28T15:51:40,0,0
medium,20260728_143857-medium,medium_06/try05,medium_06,5,checkout,Get an item under 100 php and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1249.8,221151,15927,237078,43,2026-07-28T15:30:50,2026-07-28T15:51:40,0,0
medium,20260728_143857-medium,medium_07/try01,medium_07,1,checkout,Get chips under 120 php and scan at the checkout,finished,completed,halt_granted,True,pass,True,True,1183.1,251717,17081,268798,62,2026-07-28T15:30:50,2026-07-28T15:50:33,3,3
medium,20260728_143857-medium,medium_07/try02,medium_07,2,checkout,Get chips under 120 php and scan at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1188.5,208319,14098,222417,34,2026-07-28T15:32:09,2026-07-28T15:51:57,0,0
medium,20260728_143857-medium,medium_07/try03,medium_07,3,checkout,Get chips under 120 php and scan at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1186.4,152320,10366,162686,24,2026-07-28T15:32:10,2026-07-28T15:51:57,0,0
medium,20260728_143857-medium,medium_07/try04,medium_07,4,checkout,Get chips under 120 php and scan at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1185.9,184310,11826,196136,31,2026-07-28T15:32:11,2026-07-28T15:51:57,0,0
medium,20260728_143857-medium,medium_07/try05,medium_07,5,checkout,Get chips under 120 php and scan at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1092.2,153101,10092,163193,23,2026-07-28T15:33:45,2026-07-28T15:51:57,0,0
medium,20260728_143857-medium,medium_08/try01,medium_08,1,checkout,"Get Pringles, then go to the fridge and get a Coca Cola and scan them at the checkout",finished,completed,halt_granted,True,pass,True,True,5472.5,2593239,59800,2653039,241,2026-07-28T15:33:45,2026-07-28T17:04:57,4,4
medium,20260728_143857-medium,medium_08/try02,medium_08,2,checkout,"Get Pringles, then go to the fridge and get a Coca Cola and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,316.9,31676,2895,34571,7,2026-07-28T17:01:47,2026-07-28T17:07:04,0,0
medium,20260728_143857-medium,medium_08/try03,medium_08,3,checkout,"Get Pringles, then go to the fridge and get a Coca Cola and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,5598.5,1904411,54407,1958818,195,2026-07-28T15:33:45,2026-07-28T17:07:04,0,0
medium,20260728_143857-medium,medium_08/try04,medium_08,4,checkout,"Get Pringles, then go to the fridge and get a Coca Cola and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,4918.0,2812947,63488,2876435,242,2026-07-28T15:45:16,2026-07-28T17:07:14,0,0
medium,20260728_143857-medium,medium_08/try05,medium_08,5,checkout,"Get Pringles, then go to the fridge and get a Coca Cola and scan them at the checkout",finished,operator_kill,already_successful,False,already_successful,False,False,309.3,22403,2641,25044,7,2026-07-28T17:01:54,2026-07-28T17:07:04,0,0
medium,20260728_143857-medium,medium_09/try01,medium_09,1,checkout,Get chips but avoid any with cheese and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1133.7,51610,2643,54253,6,2026-07-28T15:51:40,2026-07-28T16:10:34,0,0
medium,20260728_143857-medium,medium_09/try02,medium_09,2,checkout,Get chips but avoid any with cheese and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1143.6,51644,3087,54731,6,2026-07-28T15:51:40,2026-07-28T16:10:44,0,0
medium,20260728_143857-medium,medium_09/try03,medium_09,3,checkout,Get chips but avoid any with cheese and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1133.5,229371,15647,245018,47,2026-07-28T15:51:40,2026-07-28T16:10:34,0,0
medium,20260728_143857-medium,medium_09/try04,medium_09,4,checkout,Get chips but avoid any with cheese and scan it at the checkout,finished,completed,halt_granted,True,pass,True,True,988.0,181641,14163,195804,52,2026-07-28T15:51:40,2026-07-28T16:08:08,3,3
medium,20260728_143857-medium,medium_09/try05,medium_09,5,checkout,Get chips but avoid any with cheese and scan it at the checkout,finished,operator_kill,already_successful,False,already_successful,False,False,1116.5,41441,2907,44348,5,2026-07-28T15:51:57,2026-07-28T16:10:34,0,0
medium,20260728_143857-medium,medium_10/try01,medium_10,1,inspect,"Find Pocky, read ingredients for nuts, and scan it at the checkout if it doesn't contain it",finished,operator_kill,already_successful,False,already_successful,False,False,12.2,0,0,0,0,2026-07-28T17:07:48,2026-07-28T17:08:00,0,0
medium,20260728_143857-medium,medium_10/try02,medium_10,2,inspect,"Find Pocky, read ingredients for nuts, and scan it at the checkout if it doesn't contain it",finished,completed,halt_granted,True,pass,True,True,4317.4,1520910,53316,1574226,212,2026-07-28T15:51:59,2026-07-28T17:03:56,3,3
medium,20260728_143857-medium,medium_10/try03,medium_10,3,inspect,"Find Pocky, read ingredients for nuts, and scan it at the checkout if it doesn't contain it",finished,operator_kill,already_successful,False,already_successful,False,False,4445.0,1954491,59992,2014483,239,2026-07-28T15:51:59,2026-07-28T17:06:04,0,0
medium,20260728_143857-medium,medium_10/try04,medium_10,4,inspect,"Find Pocky, read ingredients for nuts, and scan it at the checkout if it doesn't contain it",finished,agent_error,halt_granted,False,already_successful,False,False,2140.2,221884,10702,232586,38,2026-07-28T16:03:44,2026-07-28T16:39:25,3,1
medium,20260728_143857-medium,medium_10/try05,medium_10,5,inspect,"Find Pocky, read ingredients for nuts, and scan it at the checkout if it doesn't contain it",finished,operator_kill,already_successful,False,already_successful,False,False,3473.6,1521469,51371,1572840,170,2026-07-28T16:08:10,2026-07-28T17:06:04,0,0
medium,20260728_143857-medium,medium_11/try01,medium_11,1,inspect,Find canned tuna and check its expiration. Scan it at the checkout if it doesn't expire in a month,finished,operator_kill,already_successful,False,already_successful,False,False,4348.6,1307078,52269,1359347,200,2026-07-28T16:10:36,2026-07-28T17:23:05,0,0
medium,20260728_143857-medium,medium_11/try02,medium_11,2,inspect,Find canned tuna and check its expiration. Scan it at the checkout if it doesn't expire in a month,finished,completed,halt_granted,True,pass,True,True,3432.9,554041,29263,583304,107,2026-07-28T16:10:38,2026-07-28T17:07:51,3,3
medium,20260728_143857-medium,medium_11/try03,medium_11,3,inspect,Find canned tuna and check its expiration. Scan it at the checkout if it doesn't expire in a month,finished,completed,halt_granted,True,pass,True,True,3976.6,863206,44292,907498,151,2026-07-28T16:10:40,2026-07-28T17:16:56,3,3
medium,20260728_143857-medium,medium_11/try04,medium_11,4,inspect,Find canned tuna and check its expiration. Scan it at the checkout if it doesn't expire in a month,finished,operator_kill,already_successful,False,already_successful,False,False,4338.8,1432531,65003,1497534,199,2026-07-28T16:10:46,2026-07-28T17:23:05,0,0
medium,20260728_143857-medium,medium_11/try05,medium_11,5,inspect,Find canned tuna and check its expiration. Scan it at the checkout if it doesn't expire in a month,finished,completed,halt_granted,True,pass,True,True,2972.0,954926,43415,998341,151,2026-07-28T16:26:47,2026-07-28T17:16:19,3,3
medium,20260728_143857-medium,medium_12/try01,medium_12,1,navigate,Get an item from aisle 3 and scan it at the checkout without going through aisle 1,finished,completed,halt_granted,True,fail,True,False,847.2,247742,15693,263435,61,2026-07-28T17:25:48,2026-07-28T17:39:55,3,3
medium,20260728_143857-medium,medium_12/try02,medium_12,2,navigate,Get an item from aisle 3 and scan it at the checkout without going through aisle 1,finished,completed,halt_granted,True,fail,True,False,1527.1,251604,15721,267325,65,2026-07-28T16:33:28,2026-07-28T16:58:55,3,3
medium,20260728_143857-medium,medium_12/try03,medium_12,3,navigate,Get an item from aisle 3 and scan it at the checkout without going through aisle 1,finished,completed,time_cap,False,fail,True,False,5418.4,6212804,90429,6303233,365,2026-07-28T16:36:03,2026-07-28T18:06:22,3,1
medium,20260728_143857-medium,medium_12/try04,medium_12,4,navigate,Get an item from aisle 3 and scan it at the checkout without going through aisle 1,finished,completed,halt_granted,True,fail,True,False,1845.1,254867,16098,270965,63,2026-07-28T16:39:26,2026-07-28T17:10:11,3,3
medium,20260728_143857-medium,medium_12/try05,medium_12,5,navigate,Get an item from aisle 3 and scan it at the checkout without going through aisle 1,finished,completed,halt_granted,True,fail,True,False,1215.8,255091,16916,272007,67,2026-07-28T16:39:28,2026-07-28T16:59:43,3,3
hard,20260730_205702-hard,hard_01/try01,hard_01,1,reasoning,Which of these two products have lower sugar content: Pocky or Hello Panda? Bring that item to the counter,finished,operator_kill,already_successful,False,already_successful,False,False,2703.0,1821296,47114,1868410,189,2026-07-30T20:57:02,2026-07-30T21:42:05,0,0
hard,20260730_205702-hard,hard_01/try02,hard_01,2,reasoning,Which of these two products have lower sugar content: Pocky or Hello Panda? Bring that item to the counter,finished,completed,halt_granted,True,pass,True,True,2690.5,747956,39224,787180,150,2026-07-30T20:57:02,2026-07-30T21:41:53,4,4
hard,20260730_205702-hard,hard_01/try03,hard_01,3,reasoning,Which of these two products have lower sugar content: Pocky or Hello Panda? Bring that item to the counter,finished,operator_kill,already_successful,False,already_successful,False,False,2703.0,839566,37160,876726,120,2026-07-30T20:57:02,2026-07-30T21:42:05,0,0
hard,20260730_205702-hard,hard_02/try01,hard_02,1,reasoning,Compare two brands of cans and choose the cheaper one to scan at the checkout,finished,completed,halt_forced,False,fail,True,False,3172.8,1546590,53721,1600311,203,2026-07-30T20:57:02,2026-07-30T21:49:55,4,1
hard,20260730_205702-hard,hard_02/try02,hard_02,2,reasoning,Compare two brands of cans and choose the cheaper one to scan at the checkout,finished,harness_timeout,,False,fail,True,False,7320.0,2777021,81875,2858896,337,2026-07-30T20:57:02,2026-07-30T22:59:02,0,0
hard,20260730_205702-hard,hard_02/try03,hard_02,3,reasoning,Compare two brands of cans and choose the cheaper one to scan at the checkout,finished,harness_timeout,,False,fail,True,False,7320.0,2816230,57908,2874138,193,2026-07-30T20:57:02,2026-07-30T22:59:02,0,0
hard,20260730_205702-hard,hard_03/try01,hard_03,1,reasoning,You have 200 php. Buy as many chips as you can.,finished,agent_error,halt_granted,False,invalid,False,False,2097.5,1169738,34156,1203894,113,2026-07-30T20:57:02,2026-07-30T21:32:00,4,2
hard,20260730_205702-hard,hard_03/try02,hard_03,2,reasoning,You have 200 php. Buy as many chips as you can.,finished,completed,halt_granted,True,fail,True,False,3438.8,1772926,47500,1820426,183,2026-07-30T20:57:02,2026-07-30T21:54:21,4,4
hard,20260730_205702-hard,hard_03/try03,hard_03,3,reasoning,You have 200 php. Buy as many chips as you can.,finished,completed,halt_granted,True,fail,True,False,1750.3,478001,28113,506114,101,2026-07-30T20:57:04,2026-07-30T21:26:15,3,3
hard,20260730_205702-hard,hard_04/try01,hard_04,1,reasoning,Get an an alternative to Pancit Canton,finished,completed,halt_granted,True,pass,True,True,316.8,217569,12355,229924,33,2026-07-30T20:57:06,2026-07-30T21:02:22,1,1
hard,20260730_205702-hard,hard_04/try02,hard_04,2,reasoning,Get an an alternative to Pancit Canton,finished,completed,halt_granted,True,pass,True,True,402.6,206717,12832,219549,32,2026-07-30T21:02:22,2026-07-30T21:09:05,1,1
hard,20260730_205702-hard,hard_04/try03,hard_04,3,reasoning,Get an an alternative to Pancit Canton,finished,completed,halt_granted,True,pass,True,True,467.9,218453,12616,231069,34,2026-07-30T21:09:06,2026-07-30T21:16:54,1,1
hard,20260730_205702-hard,hard_05/try01,hard_05,1,reasoning,Find Choco Mallows and check its price. Then get a cheaper alternative.,finished,agent_error,halt_granted,False,invalid,False,False,2118.8,87006,17157,104163,16,2026-07-30T21:49:56,2026-07-30T22:25:14,4,3
hard,20260730_205702-hard,hard_05/try02,hard_05,2,reasoning,Find Choco Mallows and check its price. Then get a cheaper alternative.,finished,completed,halt_granted,True,fail,True,False,871.7,235437,20431,255868,34,2026-07-31T02:12:37,2026-07-31T02:27:09,3,3
hard,20260730_205702-hard,hard_05/try03,hard_05,3,reasoning,Find Choco Mallows and check its price. Then get a cheaper alternative.,finished,completed,time_cap,False,fail,True,False,5302.6,4402295,70499,4472794,220,2026-07-30T21:32:00,2026-07-30T23:00:23,3,0
hard,20260730_205702-hard,hard_06/try01,hard_06,1,reasoning,Pick 3 items that total under 250 php and scan them at the checkout,finished,completed,time_cap,False,fail,True,False,5304.4,5600324,74258,5674582,277,2026-07-30T21:41:53,2026-07-30T23:10:17,5,0
hard,20260730_205702-hard,hard_06/try02,hard_06,2,reasoning,Pick 3 items that total under 250 php and scan them at the checkout,finished,completed,time_cap,False,fail,True,False,5391.1,4545467,73654,4619121,223,2026-07-30T21:42:06,2026-07-30T23:11:57,5,0
hard,20260730_205702-hard,hard_06/try03,hard_06,3,reasoning,Pick 3 items that total under 250 php and scan them at the checkout,finished,agent_error,,False,invalid,False,False,1353.7,0,0,0,0,2026-07-30T21:42:06,2026-07-30T22:04:39,0,0
hard,20260730_205702-hard,hard_07/try01,hard_07,1,reasoning,Pick a product for a college student budget meal.,finished,completed,halt_granted,True,pass,True,True,393.6,132203,10440,142643,22,2026-07-30T21:48:43,2026-07-30T21:55:17,1,1
hard,20260730_205702-hard,hard_07/try02,hard_07,2,reasoning,Pick a product for a college student budget meal.,finished,operator_kill,already_successful,False,already_successful,False,False,1810.5,1205604,26173,1231777,90,2026-07-30T21:54:21,2026-07-30T22:24:31,0,0
hard,20260730_205702-hard,hard_07/try03,hard_07,3,reasoning,Pick a product for a college student budget meal.,finished,operator_kill,already_successful,False,already_successful,False,False,1753.7,1129885,29919,1159804,73,2026-07-30T21:55:18,2026-07-30T22:24:31,0,0
hard,20260730_205702-hard,hard_08/try01,hard_08,1,reasoning,Get a healthier option for barbecue Vcut chips,finished,completed,time_cap,False,fail,True,False,5212.6,4919860,80500,5000360,249,2026-07-30T22:04:42,2026-07-30T23:31:35,2,0
hard,20260730_205702-hard,hard_08/try02,hard_08,2,reasoning,Get a healthier option for barbecue Vcut chips,finished,completed,time_cap,False,fail,True,False,5110.0,5517509,93701,5611210,311,2026-07-30T22:24:31,2026-07-30T23:49:41,2,0
hard,20260730_205702-hard,hard_08/try03,hard_08,3,reasoning,Get a healthier option for barbecue Vcut chips,finished,completed,time_cap,False,fail,True,False,5160.3,5008382,74580,5082962,248,2026-07-30T22:24:34,2026-07-30T23:50:34,2,0
hard,20260730_205702-hard,hard_09/try01,hard_09,1,reasoning,"Buy chips, noodles, and soup while staying within 150 php",finished,completed,halt_granted,True,pass,True,True,5562.9,931321,53798,985119,184,2026-07-30T22:25:22,2026-07-30T23:58:05,6,6
hard,20260730_205702-hard,hard_09/try02,hard_09,2,reasoning,"Buy chips, noodles, and soup while staying within 150 php",finished,completed,halt_granted,True,pass,True,True,4192.5,793818,52141,845959,176,2026-07-30T22:55:56,2026-07-31T00:05:49,6,6
hard,20260730_205702-hard,hard_09/try03,hard_09,3,reasoning,"Buy chips, noodles, and soup while staying within 150 php",finished,harness_timeout,,False,invalid,False,False,7320.0,34529,8114,42643,4,2026-07-30T22:59:02,2026-07-31T01:01:02,0,0
hard,20260730_205702-hard,hard_10/try01,hard_10,1,reasoning,"Compare Pocky and Pepero and choose the one with fewer distinct ingredients on the ingredient list. If tied, pick the 1st one.",finished,harness_timeout,,False,invalid,False,False,7320.8,23570,6080,29650,3,2026-07-30T22:59:02,2026-07-31T01:01:03,0,0
hard,20260730_205702-hard,hard_10/try02,hard_10,2,reasoning,"Compare Pocky and Pepero and choose the one with fewer distinct ingredients on the ingredient list. If tied, pick the 1st one.",finished,completed,halt_forced,False,invalid,False,False,3465.4,917752,50832,968584,217,2026-07-30T23:00:29,2026-07-30T23:58:14,4,2
hard,20260730_205702-hard,hard_10/try03,hard_10,3,reasoning,"Compare Pocky and Pepero and choose the one with fewer distinct ingredients on the ingredient list. If tied, pick the 1st one.",finished,completed,halt_granted,True,fail,True,False,2859.8,572786,32247,605033,129,2026-07-30T23:10:23,2026-07-30T23:58:03,3,3
hard,20260730_205702-hard,hard_11/try01,hard_11,1,attribute,Find a biscuit with no added sugar or artificial ingredients,finished,completed,time_cap,False,fail,True,False,5193.0,4086021,73544,4159565,228,2026-07-30T23:12:00,2026-07-31T00:38:33,2,0
hard,20260730_205702-hard,hard_11/try02,hard_11,2,attribute,Find a biscuit with no added sugar or artificial ingredients,finished,completed,halt_granted,True,pass,True,True,1332.2,333143,23035,356178,50,2026-07-30T23:31:35,2026-07-30T23:53:48,3,3
hard,20260730_205702-hard,hard_11/try03,hard_11,3,attribute,Find a biscuit with no added sugar or artificial ingredients,finished,completed,halt_granted,True,fail,True,False,3057.3,2631008,68514,2699522,248,2026-07-30T23:49:42,2026-07-31T00:40:40,3,3
hard,20260730_205702-hard,hard_12/try01,hard_12,1,attribute,You are allergic to nuts. Find a suitable biscuit,finished,completed,halt_forced,False,fail,True,False,2246.1,1227387,44255,1271642,147,2026-07-30T23:50:34,2026-07-31T00:28:01,3,1
hard,20260730_205702-hard,hard_12/try02,hard_12,2,attribute,You are allergic to nuts. Find a suitable biscuit,finished,completed,halt_granted,True,pass,True,True,1218.4,507728,30131,537859,67,2026-07-30T23:53:51,2026-07-31T00:14:09,3,3
hard,20260730_205702-hard,hard_12/try03,hard_12,3,attribute,You are allergic to nuts. Find a suitable biscuit,finished,operator_kill,already_successful,False,already_successful,False,False,4274.9,3849271,70641,3919912,240,2026-07-30T23:58:03,2026-07-31T01:09:18,0,0
hard,20260730_205702-hard,hard_13/try01,hard_13,1,reasoning,"You only have 300 php. Choose which of these items to remove to stay under budget: 2x Nestle Honey Stars, 1x Pancit Canton",running,running,,False,,False,False,0.0,210090,17852,227942,36,2026-07-31T01:41:08,,5,3
hard,20260730_205702-hard,hard_13/try02,hard_13,2,reasoning,"You only have 300 php. Choose which of these items to remove to stay under budget: 2x Nestle Honey Stars, 1x Pancit Canton",finished,completed,time_cap,False,fail,True,False,5237.4,7341702,92721,7434423,302,2026-07-30T23:58:14,2026-07-31T01:25:32,2,1
hard,20260730_205702-hard,hard_13/try03,hard_13,3,reasoning,"You only have 300 php. Choose which of these items to remove to stay under budget: 2x Nestle Honey Stars, 1x Pancit Canton",finished,completed,time_cap,False,fail,True,False,5510.5,4425566,92472,4518038,250,2026-07-31T00:05:49,2026-07-31T01:37:40,3,2
hard,20260730_205702-hard,hard_14/try01,hard_14,1,counting,Find 3 biscuits with different sugar levels and scan them from lowest to highest sugar level.,finished,agent_error,,False,invalid,False,False,1353.0,0,0,0,0,2026-07-31T00:14:10,2026-07-31T00:36:43,0,0
hard,20260730_205702-hard,hard_14/try02,hard_14,2,counting,Find 3 biscuits with different sugar levels and scan them from lowest to highest sugar level.,finished,completed,time_cap,False,fail,True,False,6222.6,3807670,73497,3881167,330,2026-07-31T00:28:03,2026-07-31T02:11:45,6,1
hard,20260730_205702-hard,hard_14/try03,hard_14,3,counting,Find 3 biscuits with different sugar levels and scan them from lowest to highest sugar level.,finished,completed,time_cap,False,fail,True,False,6142.8,4130444,93971,4224415,299,2026-07-31T00:36:45,2026-07-31T02:19:07,8,1
hard,20260730_205702-hard,hard_15/try01,hard_15,1,attribute,Find the cheapest noodles in the whole store,finished,completed,halt_forced,False,pass,True,True,601.1,127291,14119,141410,15,2026-07-31T00:38:34,2026-07-31T00:48:35,2,1
hard,20260730_205702-hard,hard_15/try02,hard_15,2,attribute,Find the cheapest noodles in the whole store,finished,completed,halt_granted,True,pass,True,True,362.1,58375,9791,68166,10,2026-07-31T00:40:40,2026-07-31T00:46:42,2,2
hard,20260730_205702-hard,hard_15/try03,hard_15,3,attribute,Find the cheapest noodles in the whole store,finished,completed,halt_granted,True,pass,True,True,393.7,105182,12418,117600,16,2026-07-31T00:46:42,2026-07-31T00:53:16,2,2
hard,20260730_205702-hard,hard_16/try01,hard_16,1,attribute,Find the most expensive canned food in the whole store,finished,completed,time_cap,False,fail,True,False,5252.4,5359451,81567,5441018,270,2026-07-31T00:48:42,2026-07-31T02:16:15,2,1
hard,20260730_205702-hard,hard_16/try02,hard_16,2,attribute,Find the most expensive canned food in the whole store,finished,completed,time_cap,False,fail,True,False,5133.5,7849330,96074,7945404,320,2026-07-31T00:53:16,2026-07-31T02:18:49,2,1
hard,20260730_205702-hard,hard_16/try03,hard_16,3,attribute,Find the most expensive canned food in the whole store,finished,harness_timeout,,False,fail,True,False,7320.0,12894,3769,16663,2,2026-07-31T01:01:02,2026-07-31T03:03:02,0,0
hard,20260730_205702-hard,hard_17/try01,hard_17,1,attribute,Find the biggest chips in the whole store,finished,harness_timeout,,False,fail,True,False,7321.1,23867,5325,29192,3,2026-07-31T01:01:03,2026-07-31T03:03:04,0,0
hard,20260730_205702-hard,hard_17/try02,hard_17,2,attribute,Find the biggest chips in the whole store,finished,completed,halt_forced,False,fail,True,False,2223.8,333232,18361,351593,43,2026-07-31T01:09:21,2026-07-31T01:46:25,2,1
hard,20260730_205702-hard,hard_17/try03,hard_17,3,attribute,Find the biggest chips in the whole store,finished,completed,halt_forced,False,fail,True,False,928.6,151288,16533,167821,20,2026-07-31T01:25:39,2026-07-31T01:41:08,2,1
hard,20260730_205702-hard,hard_18/try01,hard_18,1,attribute,Find the smallest biscuit in the whole store,finished,completed,halt_forced,False,fail,True,False,975.7,261550,21790,283340,35,2026-07-31T01:37:45,2026-07-31T01:54:00,3,1
hard,20260730_205702-hard,hard_18/try02,hard_18,2,attribute,Find the smallest biscuit in the whole store,finished,completed,halt_forced,False,fail,True,False,753.9,154796,13125,167921,21,2026-07-31T01:38:26,2026-07-31T01:51:00,3,1
hard,20260730_205702-hard,hard_18/try03,hard_18,3,attribute,Find the smallest biscuit in the whole store,finished,agent_error,halt_granted,False,invalid,False,False,1750.5,55203,8671,63874,8,2026-07-31T01:46:25,2026-07-31T02:15:36,2,1
