arm,battery,prompt_id,try,leg_index,leg_type,leg_attempt,success,end_reason,timesteps,llm_calls,tokens_in,tokens_out,wall_s,halts_refused,halt_forced,errors,actor_in,actor_out,actor_calls,semantic_in,semantic_out,semantic_calls,episodic_in,episodic_out,episodic_calls,perception_in,perception_out,perception_calls,guard_in,guard_out,guard_calls,findings_in,findings_out,findings_calls,resolver_in,resolver_out,resolver_calls,decomposer_in,decomposer_out,decomposer_calls,responder_in,responder_out,responder_calls
a2c,20260730_123306_context-ablation-a2c,hard_03,try03,3,checkout,1,1,halt_granted,6,18,323168,13022,1507.1,0,0,0,75921,1459,5,86458,1061,6,36033,1697,5,124756,8805,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_01,try03,0,pickup,1,1,halt_granted,6,19,152692,6634,536.8,0,0,0,58004,1164,5,65501,1002,6,20488,1473,5,7686,2949,7,1013,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_01,try03,1,checkout,1,1,halt_granted,3,9,93658,4070,407.6,0,0,0,18329,520,2,36274,457,3,6487,622,2,32568,2471,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try01,0,pickup,1,1,halt_granted,5,16,114717,2805,168.3,0,0,0,41367,788,4,54048,714,5,13895,1083,4,4389,184,4,1018,36,1,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try01,1,pickup,1,1,halt_granted,5,21,137126,3772,225.3,0,0,0,47101,911,4,60876,883,5,19752,1288,4,3302,387,3,6095,303,6,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try01,2,checkout,1,1,halt_granted,5,15,240215,9970,683.7,0,0,0,52380,1148,4,67079,817,5,25268,1360,4,95488,6645,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try02,0,pickup,1,1,halt_granted,6,20,150863,3575,321.6,0,0,0,58339,1019,5,65346,903,6,20758,1397,5,4384,184,4,2036,72,2,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try02,1,pickup,1,1,halt_granted,5,21,136594,3947,292.6,0,0,0,46609,902,4,60235,872,5,19251,1412,4,4404,468,4,6095,293,6,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try02,2,checkout,1,1,halt_granted,5,15,245771,10602,1285.5,0,0,0,52153,1048,4,66685,897,5,24941,1367,4,101992,7290,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try03,0,pickup,1,1,halt_granted,16,51,580618,10624,886.9,1,0,0,308973,2875,14,178610,2487,16,75745,4518,14,14238,597,13,3052,147,3,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try03,1,pickup,1,1,halt_granted,5,21,140087,3852,339.2,0,0,0,47170,947,4,62538,840,5,19857,1311,4,4427,504,4,6095,250,6,0,0,0,0,0,0,0,0,0,0,0,0
a2c,20260730_123306_context-ablation-a2c,medium_03,try03,2,checkout,1,1,halt_granted,7,21,350365,13189,1577.1,0,0,0,94697,1532,6,94698,1274,7,40550,2021,6,120420,8362,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try01,0,pickup,1,0,time_cap,35,111,2253611,34175,2468.0,1,0,0,1583321,8890,34,416545,5908,35,203153,12198,34,44490,6843,40,6102,336,6,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try01,1,pickup,2,1,halt_granted,5,16,132127,3510,282.7,0,0,0,39772,794,4,65894,812,5,12306,1344,4,13146,519,12,1009,41,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try02,0,pickup,1,0,time_cap,37,112,2441469,39758,2441.8,0,0,0,1741096,8783,37,438102,6217,37,204228,13301,37,57027,11411,52,1016,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try02,1,pickup,2,0,time_cap,31,98,1981005,35312,2445.0,0,0,0,1321706,7657,31,436277,5829,31,179347,11030,31,38591,10553,35,5084,243,5,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try03,0,pickup,1,0,time_cap,37,114,2537903,36214,2463.0,0,0,0,1820554,8511,37,441284,6163,37,212384,13363,37,60630,8019,55,3051,158,3,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_01,try03,1,pickup,2,0,time_cap,30,90,1861198,33449,2450.5,0,0,0,1191985,7172,30,421571,4962,30,163011,10889,30,84631,10426,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_03,try02,0,goto,1,1,halt_granted,2,6,29335,864,81.8,0,0,0,6758,245,1,21313,341,2,1264,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_03,try02,1,pickup,1,1,halt_granted,6,19,146795,5018,307.6,0,0,0,56468,1007,5,66036,1015,6,18894,1327,5,4380,1619,4,1017,50,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_03,try03,0,goto,1,1,halt_granted,2,6,29804,1007,102.0,0,0,0,7014,198,1,21317,549,2,1473,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,easy_03,try03,1,pickup,1,1,halt_granted,6,19,156320,8507,464.9,0,0,0,56812,969,5,66202,906,6,19251,1598,5,13046,4992,12,1009,42,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_01,try01,0,pickup,1,1,halt_granted,6,19,154280,6905,576.5,0,0,0,57555,1055,5,65866,978,6,19949,1504,5,9897,3324,9,1013,44,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_01,try01,1,pickup,1,1,halt_granted,9,37,287202,8754,616.0,0,0,0,123500,1788,8,103033,1613,9,40658,2398,8,9889,2452,9,10122,503,10,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_01,try01,2,inspect,1,1,halt_granted,3,60,127842,5471,688.5,0,0,0,17149,497,2,36875,569,3,5284,561,2,0,0,0,68534,3844,51,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_01,try01,3,checkout,1,1,halt_granted,7,21,223502,8114,775.6,0,0,0,79108,1629,6,84435,2091,7,28475,2003,6,31484,2391,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try01,0,inspect,1,0,time_cap,40,120,2618463,40522,2451.4,1,0,0,1877902,10908,39,493691,7920,40,202014,14502,39,44856,7192,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try01,1,inspect,2,0,time_cap,51,153,4284738,52920,2443.2,0,0,0,3179365,14989,51,799672,9383,51,278196,22385,51,27505,6163,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try02,0,pickup,1,1,halt_granted,22,83,1030748,20486,1613.4,1,0,0,617036,4573,20,254601,3961,22,123942,6393,20,17893,4792,16,17276,767,17,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try02,1,checkout,1,1,halt_granted,3,9,102945,5207,839.7,0,0,0,17468,387,2,36560,1081,3,5493,555,2,43424,3184,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try03,0,goto,1,1,halt_granted,2,7,40948,2580,209.8,0,0,0,6944,227,1,21406,449,2,1432,299,1,0,0,0,0,0,0,0,0,0,11166,1605,1,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try03,1,inspect,1,1,halt_granted,2,7,33736,1109,101.8,0,0,0,6868,251,1,21857,383,2,1380,279,1,2240,90,2,1391,106,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try03,2,pickup,1,1,halt_granted,9,33,276442,6605,573.8,0,0,0,122013,1654,8,102224,1629,9,39496,2290,8,6626,774,6,6083,258,6,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,hard_03,try03,3,checkout,1,1,halt_granted,3,9,99025,4716,1031.9,0,0,0,16294,492,2,34883,507,3,4424,535,2,43424,3182,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_01,try01,0,pickup,1,1,halt_granted,7,22,185154,6858,506.1,0,0,0,74729,1373,6,76750,1143,7,24961,1751,6,7701,2544,7,1013,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_01,try01,1,checkout,1,1,halt_granted,12,36,426281,11956,975.7,0,0,0,190953,2852,11,138228,2288,12,49828,3818,11,47272,2998,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_01,try03,0,pickup,1,1,halt_granted,6,19,152263,6526,223.5,0,0,0,57332,1027,5,65389,920,6,19739,1435,5,8790,3083,8,1013,61,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_01,try03,1,checkout,1,1,halt_granted,3,9,86024,3939,178.6,0,0,0,16144,424,2,33106,490,3,4206,554,2,32568,2471,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try01,0,pickup,1,1,halt_granted,5,16,120418,3525,321.3,0,0,0,43898,859,4,54611,1284,5,16497,1151,4,4394,184,4,1018,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try01,1,pickup,1,1,halt_granted,5,21,125768,3821,271.2,0,0,0,43134,885,4,56394,836,5,15759,1345,4,4386,504,4,6095,251,6,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try01,2,checkout,1,1,halt_granted,5,15,213378,9976,1518.7,0,0,0,43846,1063,4,57395,848,5,16649,1266,4,95488,6799,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try02,0,pickup,1,1,halt_granted,9,28,268428,5743,284.5,0,0,0,121620,1747,8,99054,1341,9,39039,2295,8,7697,322,7,1018,38,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try02,1,pickup,1,1,halt_granted,5,21,124400,3571,127.4,0,0,0,42784,937,4,56779,794,5,15461,1114,4,3281,459,3,6095,267,6,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try02,2,checkout,1,1,halt_granted,4,12,156308,7371,427.8,0,0,0,28380,692,3,46001,625,4,9203,769,3,72724,5285,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try03,0,pickup,1,1,halt_granted,5,16,116082,2935,317.5,0,0,0,41845,741,4,54514,698,5,14326,1268,4,4379,184,4,1018,44,1,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try03,1,pickup,1,1,halt_granted,5,21,126668,4033,366.2,0,0,0,43929,859,4,55748,1148,5,16528,1106,4,4368,648,4,6095,272,6,0,0,0,0,0,0,0,0,0,0,0,0
a3,20260730_172208_context-ablation-a3,medium_03,try03,2,checkout,1,1,halt_granted,5,15,213969,9948,1485.4,0,0,0,44485,911,4,56860,1205,5,17136,1037,4,95488,6795,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,easy_01,try01,0,pickup,1,1,halt_granted,8,25,222225,5248,474.1,0,0,0,91646,1436,7,87353,1227,8,27956,1936,7,14261,601,13,1009,48,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,easy_03,try01,0,goto,1,1,halt_granted,2,6,29327,800,86.8,0,0,0,6770,217,1,21309,326,2,1248,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,easy_03,try01,1,pickup,1,1,halt_granted,5,16,118532,4461,284.9,0,0,0,42493,808,4,55593,828,5,15041,1129,4,4388,1655,4,1017,41,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,easy_03,try03,0,goto,1,1,halt_granted,2,6,29221,717,79.4,0,0,0,6749,176,1,21286,306,2,1186,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,easy_03,try03,1,pickup,1,1,halt_granted,5,16,120341,5074,335.5,0,0,0,42720,870,4,55806,877,5,15330,1201,4,5476,2080,5,1009,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try02,0,pickup,1,1,halt_granted,8,25,224843,8297,585.2,0,0,0,95824,1739,7,88548,1419,8,31671,2388,7,7787,2705,7,1013,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try02,1,pickup,1,1,halt_granted,3,13,64246,2024,163.7,0,0,0,16609,462,2,34471,460,3,4709,611,2,4400,314,4,4057,177,4,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try02,2,inspect,1,1,halt_granted,3,34,95367,3464,342.7,0,0,0,18071,601,2,36944,621,3,6310,621,2,0,0,0,34042,1621,25,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try02,3,checkout,1,1,halt_granted,4,12,121500,4630,564.2,0,0,0,30787,771,3,48624,707,4,11689,887,3,30400,2265,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try03,0,pickup,1,1,halt_granted,6,19,154547,5964,451.6,0,0,0,58174,1082,5,66023,1024,6,20569,1542,5,8768,2269,8,1013,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try03,1,pickup,1,1,halt_granted,3,13,64193,2918,155.0,0,0,0,16673,460,2,34271,503,3,4771,621,2,4428,1123,4,4050,211,4,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try03,2,inspect,1,1,halt_granted,3,34,95655,3361,314.5,0,0,0,17995,530,2,36526,578,3,6163,561,2,0,0,0,34971,1692,25,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_01,try03,3,checkout,1,1,halt_granted,4,12,121335,4698,476.9,0,0,0,30844,868,3,48248,710,4,11843,848,3,30400,2272,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_03,try01,0,pickup,1,1,halt_granted,6,20,129996,4431,359.5,1,0,0,43183,788,4,65791,1176,6,15711,1184,4,3285,1180,3,2026,103,2,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,hard_03,try01,1,checkout,1,1,halt_granted,3,9,91089,4120,437.6,0,0,0,16655,504,2,33817,498,3,4797,552,2,35820,2566,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_01,try01,0,pickup,1,1,halt_granted,7,22,186926,7852,553.7,0,0,0,74931,1283,6,76938,1154,7,25260,2083,6,8784,3289,8,1013,43,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_01,try01,1,checkout,1,1,halt_granted,3,9,87439,3959,586.4,0,0,0,16477,486,2,33793,491,3,4601,554,2,32568,2428,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_01,try03,0,pickup,1,1,halt_granted,7,22,188179,8117,261.7,0,0,0,75143,1320,6,76789,1167,7,25343,1885,6,9891,3698,9,1013,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_01,try03,1,checkout,1,1,halt_granted,22,66,1024505,20340,755.6,0,0,0,586370,5324,21,263947,3565,22,101495,7286,21,72693,4165,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try01,0,pickup,1,1,halt_granted,5,16,118263,3118,280.1,0,0,0,42407,912,4,54293,915,5,15059,1029,4,5486,230,5,1018,32,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try01,1,pickup,1,1,halt_granted,5,21,125920,3507,334.1,0,0,0,43529,902,4,56795,811,5,16171,1158,4,3330,387,3,6095,249,6,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try01,2,checkout,1,0,time_cap,18,54,1014859,26301,2652.4,0,0,0,509345,4809,18,221266,3284,18,110681,6438,18,173567,11770,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try01,3,checkout,2,0,halt_forced,5,15,92367,2299,234.9,3,1,0,16347,481,2,64846,905,5,4466,637,2,6708,276,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try02,0,pickup,1,1,halt_granted,18,56,744414,12538,1013.2,0,0,0,427205,3520,17,203394,2823,18,91975,5444,17,19805,671,18,2035,80,2,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try02,1,pickup,1,1,halt_granted,5,21,130385,3543,282.0,0,0,0,43374,838,4,60585,815,5,15952,1129,4,4379,504,4,6095,257,6,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try02,2,checkout,1,1,halt_granted,11,33,548689,18521,2379.3,0,0,0,195842,2656,10,140659,1978,11,63584,3313,10,148604,10574,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try03,0,pickup,1,1,halt_granted,6,19,147970,3894,362.5,0,0,0,57207,976,5,65775,890,6,19598,1770,5,4372,222,4,1018,36,1,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try03,1,pickup,1,1,halt_granted,5,21,126286,3406,260.4,0,0,0,43241,837,4,56762,762,5,15818,1067,4,4370,504,4,6095,236,6,0,0,0,0,0,0,0,0,0,0,0,0
a4,20260730_192703_context-ablation-a4,medium_03,try03,2,checkout,1,1,halt_granted,8,24,339733,13287,1446.5,0,0,0,106831,1723,7,95096,2154,8,40150,2344,7,97656,7066,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_01,try01,0,pickup,1,0,time_cap,39,121,2438254,36378,2512.7,0,0,0,1756089,9325,39,466745,6798,39,168115,12356,39,43237,7706,39,4068,193,4,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_01,try01,1,pickup,2,0,time_cap,31,93,1668128,29888,2426.0,0,0,0,1057220,6497,31,443136,5530,31,119402,9273,31,48370,8588,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_01,try02,0,pickup,1,1,halt_granted,22,67,875863,16242,1360.8,0,0,0,522371,4896,21,249546,3497,22,78681,6549,21,24256,1254,22,1009,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_01,try03,0,pickup,1,0,time_cap,42,131,2651360,34543,2436.4,0,0,0,1914613,9860,42,508063,7396,42,179613,13168,42,43986,3839,40,5085,280,5,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_01,try03,1,pickup,2,0,time_cap,37,112,2254482,30980,2416.0,0,0,0,1507022,8876,37,544695,6549,37,150001,11779,37,51747,3714,47,1017,62,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try01,0,goto,1,1,halt_granted,2,6,29428,852,92.9,0,0,0,6796,248,1,21327,336,2,1305,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try01,1,pickup,1,1,halt_granted,5,16,123050,4659,284.4,0,0,0,43213,904,4,58551,778,5,15857,1243,4,4412,1687,4,1017,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try02,0,goto,1,1,halt_granted,2,6,29380,887,97.9,0,0,0,6743,282,1,21351,350,2,1286,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try02,1,pickup,1,1,halt_granted,6,19,153324,5290,322.2,0,0,0,57718,1039,5,70781,1046,6,19406,1503,5,4402,1654,4,1017,48,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try03,0,goto,1,1,halt_granted,2,6,33854,1013,212.3,0,0,0,6770,290,1,21259,344,2,1321,191,1,4504,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,easy_03,try03,1,pickup,1,1,halt_granted,9,28,275936,9978,634.4,0,0,0,119823,1533,8,107348,1422,9,35692,2574,8,12056,4395,11,1017,54,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try01,0,pickup,1,0,time_cap,28,89,1459735,26628,2450.8,0,0,0,957463,7029,28,326125,4752,28,133570,8289,28,37507,6317,34,5070,241,5,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try01,1,pickup,2,0,time_cap,32,97,1800923,32983,2501.3,0,0,0,1142888,6923,32,436778,6026,32,128677,9964,32,91558,10024,83,1022,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try02,0,pickup,1,1,halt_granted,7,22,185498,9774,785.1,0,0,0,70338,1209,6,77051,1107,7,20644,1821,6,16450,5592,15,1015,45,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try02,1,pickup,1,1,halt_granted,9,39,272865,9103,702.7,1,0,0,102307,1723,7,112253,1483,9,34995,2011,7,11133,3312,10,12177,574,12,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try02,2,inspect,1,1,halt_granted,4,37,143861,5685,391.9,0,0,0,35240,1635,3,57440,1148,4,17006,1066,3,0,0,0,34175,1836,25,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try02,3,checkout,1,1,halt_granted,4,12,145011,5004,552.8,0,0,0,36802,898,3,59978,842,4,17831,1028,3,30400,2236,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try03,0,pickup,1,1,halt_granted,6,19,147418,6865,733.8,0,0,0,54725,1011,5,65833,966,6,17079,1597,5,8768,3250,8,1013,41,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try03,1,pickup,1,1,halt_granted,11,45,371128,9886,977.9,0,0,0,163211,2679,10,136819,2023,11,42199,3425,10,16746,1114,15,12153,645,12,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try03,2,inspect,1,1,halt_granted,3,36,111699,3605,423.4,0,0,0,21160,541,2,43389,554,3,9339,681,2,0,0,0,37811,1829,27,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_01,try03,3,checkout,1,1,halt_granted,5,15,197513,7558,1086.5,1,0,0,37470,871,3,76435,904,5,18472,1027,3,65136,4756,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_03,try02,0,goto,1,1,halt_granted,2,6,29635,787,202.7,0,0,0,6856,220,1,21442,305,2,1337,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_03,try02,1,compare,1,0,halt_forced,4,12,57071,1320,70.7,3,1,0,7599,309,1,47303,723,4,2169,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_03,try02,2,compare,2,0,halt_forced,3,9,36099,670,37.2,3,1,0,0,0,0,36099,670,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_03,try03,0,inspect,1,0,time_cap,50,150,3300383,37827,2426.4,0,0,0,2484861,12231,50,636091,9783,50,179431,15813,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,hard_03,try03,1,inspect,2,0,time_cap,53,159,3966120,66941,2426.4,0,0,0,2817585,13912,53,873974,10277,53,197269,17607,53,77292,25145,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try01,0,pickup,1,1,halt_granted,9,28,255030,11252,700.4,0,0,0,107335,1956,8,99166,1391,9,28752,2355,8,18764,5483,17,1013,67,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try01,1,checkout,1,1,halt_granted,3,9,96529,4292,323.0,0,0,0,17943,482,2,36703,499,3,6063,597,2,35820,2714,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try02,0,pickup,1,1,halt_granted,17,52,640658,18566,1382.6,0,0,0,336627,3309,16,190693,2678,17,63073,4654,16,49249,7881,45,1016,44,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try02,1,checkout,1,0,time_cap,30,90,1574750,23713,2469.8,0,0,0,1045207,8637,30,406606,5814,30,122937,9262,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try02,2,checkout,2,0,time_cap,47,141,3334019,39062,2403.5,0,0,0,2379774,14507,47,758782,8524,47,192097,15896,47,3366,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try03,0,pickup,1,1,halt_granted,16,49,573065,14617,1454.8,0,0,0,297427,3480,15,180307,2913,16,55775,4489,15,38540,3682,35,1016,53,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try03,1,checkout,1,0,time_cap,52,156,3783352,40053,2434.5,0,0,0,2813690,14724,52,764111,9433,52,205551,15896,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_01,try03,2,checkout,2,0,time_cap,46,138,3318973,34878,2439.4,0,0,0,2300768,11697,46,823892,8596,46,194313,14585,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
